,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,count
454,b80921007ed3f68cf6e536e6daf08610,telephony,58.0,751.0,4.0,300.0,21
253,261244fc4d0197d8772346872f5b0f5e,kitchen,54.0,785.0,5.0,975.0,21
642,c1617123e66d2491ca93ceadfd36203e,bed,54.0,687.0,2.0,1050.0,21
1606,386eebb43722ab502f04f7900bd2451b,beauty,45.0,2231.0,3.0,117.0,21
1321,6413f7a28e149a324c4a914000399fb2,cool,53.0,629.0,1.0,975.0,21
137,7b5d8be0e04080e4c8ee6a7ec2f1f597,decoration,50.0,830.0,1.0,650.0,21
761,cfd414b4463647f58c7775eaae06893d,beauty,44.0,1529.0,4.0,300.0,21
941,e19ddcc85537b41f22116c8d5425ef46,decoration,48.0,519.0,3.0,700.0,21
1113,04c4a4b9c924494fcf82e0fba966f955,gifts,39.0,364.0,1.0,567.0,21
1432,fa23bf270fb9880690b07d09b9f9ff20,sport,60.0,475.0,4.0,800.0,21
1180,d39421ec4cc2bf52e35f8bf00f1ec314,beauty,56.0,1534.0,1.0,1600.0,21
538,8d98dedc3c19de17f1a090195e85d6b6,toys,40.0,617.0,4.0,300.0,21
64,d48bacc1dcd9c86bf1ed4ed2a303336c,toys,52.0,752.0,3.0,1232.0,21
307,22594ba8fd9a72ad95d352929c821560,office,31.0,1076.0,1.0,8450.0,21
235,6bd248f93425ceeb625a8a97e2404112,stationery,39.0,217.0,1.0,550.0,21
277,f2af004352a06a99dca765596240cbc3,beauty,61.0,1054.0,4.0,100.0,21
1159,0b039b61011417822882815943f13dac,electronics,41.0,711.0,1.0,150.0,21
1385,02ce467092b184e71d3967d29110adc1,office,40.0,1187.0,1.0,12275.0,21
704,1a300f482e35d7eac74b229be067aefd,computer,54.0,333.0,4.0,125.0,21
69,ead3077a141a9c800d6a4bb9d0d415b6,bed,60.0,662.0,1.0,1150.0,21
1072,d918b3f4aa5272c2c3cd088d087ca069,sport,58.0,3703.0,1.0,2083.0,21
113,1e618d311a1b7f88a9d96ec50aa85582,housewares,42.0,540.0,4.0,9950.0,21
1366,1b8ee158f59c098470fad33f39660964,living,32.0,327.0,2.0,6200.0,21
718,bc055ae94989497c0d66bfa4263ccf61,computer,49.0,544.0,1.0,150.0,21
662,15859e3a8aaa3c192c10a91d8722abd5,beauty,51.0,2795.0,5.0,5650.0,21
659,18f6ea7e8cff29f8053baac6762449f9,kitchen,44.0,1313.0,4.0,1850.0,21
1609,2291d090b69f60fc0ffd95ae394daa77,cool,43.0,743.0,5.0,500.0,21
331,a5647c44af977b148e0a3a4751a09e2e,office,48.0,1066.0,1.0,12160.0,21
1022,698b3ddae2f0b80c2a48fb40624ca4e4,decoration,55.0,408.0,1.0,8150.0,21
192,09b0d15a8cc9a84e7af7e0225f67dc45,decoration,52.0,252.0,1.0,1400.0,21
844,59fe488ea6ac9439bc86663f4a564c23,telephony,43.0,299.0,1.0,275.0,21
1111,281bbfe70848e0b304bef88fc2caf2c3,babies,55.0,1631.0,1.0,600.0,21
820,612c7f49d1026f7beded75464b574f81,beauty,55.0,3072.0,10.0,200.0,21
482,3a806ac1ab98107febb4ffcf38bc1fac,babies,53.0,704.0,3.0,4750.0,21
1121,e6b6e13cf71449a457269f425b89dc74,audio,38.0,2887.0,1.0,588.0,21
194,42a2bd596fda1baef5719cb74f73030c,bed,60.0,188.0,1.0,1300.0,21
204,0654d3c1e3efc7e7cd9dbde9cb743df2,garden,52.0,368.0,2.0,700.0,21
1124,247fa5b4e2f524a22b21ef256ffc23e4,computer,56.0,954.0,3.0,950.0,21
581,722dc14e0848efdb771dca6de2929c41,beauty,32.0,397.0,2.0,250.0,21
809,7703b8cb5b77fbb36518ea91e2ca734f,gifts,54.0,192.0,5.0,250.0,21
1272,6e77b89d36e50217e6793780a8ce5c82,telephony,60.0,777.0,6.0,300.0,21
799,e6d3e381889aa6e9d222ad50cb30ac43,gifts,36.0,617.0,2.0,480.0,21
1098,fecf6223a3494f35362f670e571d2a04,sport,49.0,403.0,2.0,800.0,21
1274,5b8a5a9417210b1b84b67b9a7aefb935,computer,58.0,509.0,1.0,117.0,21
424,fb783e3e545937820b57fe539b2c5a6c,bed,57.0,189.0,1.0,1100.0,21
1286,eebbed5ed3b134eceb717496c47652ba,bed,56.0,111.0,1.0,1750.0,21
151,5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool,51.0,693.0,3.0,600.0,21
1210,fcf6ad274391aea29f5d6e5ef9da5050,pet,51.0,1592.0,2.0,513.0,21
1295,f889fb87b505b73de10c18b93352469f,beauty,60.0,919.0,1.0,150.0,21
1211,31c79131e883e5fd8c4c85fe9f7d2bb2,telephony,58.0,734.0,3.0,250.0,21
148,f422d0d9f8b5f7c27289382b14b61248,toys,63.0,361.0,3.0,1800.0,21
784,423b46d7ff817b1cd19ab195c7b76546,gifts,59.0,160.0,5.0,200.0,21
1477,d99526b1e4fa5f57b8bde34a7337b5ee,drinks,45.0,887.0,1.0,250.0,21
496,82c3ea364e5480f335f6743ee725a921,computer,58.0,419.0,2.0,275.0,21
729,93c480c7d11c68ba0a71e850da61b674,computer,42.0,458.0,4.0,300.0,20
323,f3720bc68555b1bff49b9ffd41b017ac,computer,60.0,274.0,1.0,867.0,20
1394,a5ae8400fc9fcacd4af585a57bbf264a,pet,57.0,747.0,2.0,1150.0,20
81,3f1a741cf5591384428c1cbb0ef07ec0,beauty,60.0,400.0,1.0,150.0,20
1057,e7db7c40ea6647c808d48581f1308d88,babies,59.0,235.0,2.0,9400.0,20
337,98ec655119c24de03b804696821f3955,beauty,46.0,586.0,1.0,200.0,20
196,4724ffa427f315c485e39b02e21859b2,beauty,52.0,1059.0,6.0,550.0,20
1575,95c40b993a22463c83beb5c51a03d46c,computer,33.0,1084.0,2.0,200.0,20
1313,588531f8ec37e7d5ff5b7b22ea0488f8,pcs,55.0,3611.0,4.0,2750.0,20
1386,0a5a41c678bcf81e041826bb24eb0b01,babies,55.0,1627.0,1.0,750.0,20
896,f4a38926843e01497a3f63a5d5740c72,electronics,38.0,375.0,1.0,150.0,20
396,b0c89945c034268074f5f80b362bda34,bed,60.0,612.0,1.0,550.0,20
90,f83c9874b5b5044ea58fef1be68c1ea8,cool,52.0,791.0,6.0,5200.0,20
386,cf78006a2a6b0429b9663edd99bb38f9,decoration,49.0,399.0,1.0,1900.0,20
230,cebff45f1d1558430be0e07ac0df6a68,automotive,56.0,960.0,3.0,1400.0,20
522,5f42d57952b7815098979a5c4fa6f82a,beauty,60.0,919.0,1.0,150.0,20
12,3c883b9d3fd2d0ce448d4136349dc0a4,bed,49.0,153.0,1.0,550.0,20
1226,47cd48073d67f91f09cb5ef9496c920b,bed,52.0,248.0,1.0,2584.0,20
1240,9571759451b1d780ee7c15012ea109d4,automotive,39.0,1042.0,1.0,1400.0,20
400,98b22c1129886cbd7fcae69d1c93e442,bed,57.0,188.0,1.0,1350.0,20
394,f77dd338d9f75229a09cbb9a18fd0c9a,bed,42.0,734.0,5.0,400.0,20
1010,71540d636652fc682032d3b3c0a180c1,house,54.0,923.0,8.0,1050.0,20
1068,fdd84aefb08c8f8225e0b8c97429d53b,beauty,59.0,1726.0,5.0,123.0,20
205,33fac76e7f17367dedaef7954bbb33b4,beauty,63.0,1113.0,2.0,550.0,20
1041,cf857bce01d442bb8631a548a4432def,babies,56.0,1123.0,4.0,1533.0,20
1178,7a9cf133da2a6494259ffeeab11b6276,telephony,54.0,599.0,1.0,150.0,20
213,8f8cb7e4a7f16d339f87f8aa2711a003,toys,36.0,529.0,2.0,650.0,20
289,43ee88561093499d9e571d4db5f20b79,decoration,39.0,161.0,3.0,200.0,20
1340,7c55ea4aea1acf1ce11440010f5aa298,housewares,60.0,1800.0,7.0,9900.0,20
765,6002665d65ee348dcd357c7bb2f080bd,babies,56.0,518.0,4.0,900.0,20
344,34dabb8af33b3756cf72df05fb327011,tablets,56.0,512.0,1.0,300.0,20
335,c2a1ff8408a1c857c8730e4d12da714e,housewares,56.0,1221.0,3.0,1450.0,20
261,a334304f952399f2161225628a9d2891,beauty,58.0,1692.0,4.0,300.0,20
621,61d01171a3784bab50137290350e5332,housewares,24.0,49.0,4.0,500.0,20
1484,6f33a4a09ae1180a0ee1ff4682b2d21f,toys,49.0,426.0,7.0,700.0,20
158,e7d5464b94c9a5963f7c686fc80145ad,gifts,42.0,938.0,5.0,275.0,20
1101,1a0971a6f39f04118207a7308d451e9d,stationery,57.0,353.0,7.0,5850.0,20
1456,10adb53d8faa890ca7c2f0cbcb68d777,bed,52.0,155.0,1.0,200.0,20
1501,4fa33915031a8cde03dd0d3e8fb27f01,perfumery,43.0,116.0,1.0,468.0,20
1499,63d6e7ab30f482382c9dfbbccae7da54,portable,56.0,1031.0,6.0,625.0,20
993,89b190a046022486c635022524a974a8,decoration,59.0,1744.0,2.0,700.0,20
1446,10070e29929f7c7d609ee3201f236b8e,house,44.0,421.0,5.0,1250.0,20
345,4c1e109ecdf58453de365d217cefa64c,pet,37.0,1219.0,2.0,974.0,20
33,4a0c2a56e65c941a0bb9874c47dd66d8,bed,58.0,2375.0,6.0,1400.0,20
152,5c2bb11cf2149bd4d9fffcc1246458c3,stationery,37.0,531.0,1.0,2283.0,20
684,f7e0fa615b386bc9a8b9eb52bc1fff76,computer,59.0,2574.0,1.0,325.0,20
1138,e57eb018e37376580079825eb29a3419,gifts,43.0,878.0,1.0,300.0,20
1155,1acb18fc869c5489d5f76abcd681165e,sport,47.0,858.0,1.0,1600.0,19
268,7cd29da0653abeb444703cc5a957f479,beauty,23.0,565.0,1.0,1029.0,19
1209,4fce0eab61e01d521044c8b071cdfead,sport,56.0,595.0,1.0,260.0,19
1539,016711f78a6a87696645db0a6a834826,beauty,14.0,1366.0,2.0,1150.0,19
1403,35bc6c77029697004675d3a2ce505916,computer,36.0,327.0,1.0,610.0,19
431,43f88c8353708451babf9bcdd1fda92a,fashion,46.0,419.0,4.0,200.0,19
1548,242edc6b84c00f0d48c664a020a92c52,bags,39.0,131.0,1.0,500.0,19
11,78119fbfa709d07b86f5ccf15043c6d6,cool,43.0,447.0,2.0,586.0,19
163,d8de812ed5d981fc6a3984f4caa2aa05,sport,44.0,1854.0,6.0,525.0,19
759,af0a917aec9cea3b353ece61a8825326,bed,58.0,188.0,1.0,1200.0,19
1438,0a4f9f421af66d2ea061fbb8883419f7,beauty,60.0,919.0,1.0,200.0,19
1442,b4b817e5f2c4efc8253b4b679c653847,bed,37.0,1049.0,1.0,2150.0,19
855,725cbfcaff95a4d43742fdf13cf43c75,cool,58.0,537.0,2.0,1850.0,19
563,8fa67e5cb309b9cd7b4438e15948bdb2,drinks,43.0,839.0,1.0,333.0,19
937,3ba2b0de14984ce8f072c58be8d701dd,toys,59.0,1164.0,4.0,6133.0,19
1065,c6e513054b982283c1cbbb2a45d02d83,cool,56.0,777.0,5.0,300.0,19
166,a1efe4a86746c22541813e22e1d23e33,bed,52.0,289.0,1.0,1950.0,19
186,2f13d1dc8b4e1d9d8027be50339546a9,decoration,48.0,895.0,1.0,2650.0,19
1097,163da86e86f0089de089399c28c3fcbb,computer,60.0,407.0,3.0,400.0,19
1232,9fc98e39f04be8e382d8aa5e259f5489,bed,29.0,200.0,1.0,600.0,19
612,994ab76f0da3349fffcfe5d598e9babb,beauty,51.0,2979.0,1.0,150.0,19
866,f2399cabe080029634d12cec4f60dbf0,office,50.0,1117.0,6.0,2100.0,19
84,52e9413ed0d3e64b796aac2bc2291d50,sport,54.0,790.0,6.0,200.0,19
497,5ccdfc35d9cff8db4fa46b83d5712899,pet,30.0,764.0,1.0,15700.0,19
723,aa5d6a9bd4be367ae1a3a29c323c7c11,sport,60.0,3767.0,1.0,120.0,19
1251,4c1bbc12438daec98a77243c2bf7a3ba,office,24.0,985.0,1.0,15475.0,19
1405,1bfe62f326ac7bec0f5a83c10cfff228,toys,47.0,74.0,2.0,5700.0,19
1254,b8762d562d810c2f8d7ad7e9c12957be,housewares,38.0,130.0,1.0,350.0,19
478,418d480693f2f01e9cf4568db0346d28,cool,48.0,330.0,1.0,1950.0,19
947,9c7ce59c96e74dfdfc51f13a4a6c3869,gifts,59.0,261.0,2.0,250.0,19
1526,44e086c4a977f37a888627b43880586c,musical,60.0,234.0,1.0,600.0,19
201,fca62108387e25005784da2f551466a1,decoration,42.0,87.0,3.0,14600.0,19
1576,475e8a9ddbebf13af503d1c7eccadb1a,office,54.0,800.0,2.0,3400.0,19
699,655110abedc57d73d3b2150d8ba2092a,bed,60.0,314.0,2.0,1250.0,19
1510,54e5939fcd9ae70ad0f59f612d6d29bd,cool,51.0,471.0,4.0,550.0,19
1258,616042729c11849827291496b18e9ec5,sport,45.0,891.0,1.0,300.0,19
132,eb7172d8a3c64298d2d767f6603c231e,toys,51.0,296.0,2.0,250.0,19
824,f49e985b4cb2d0543890d6dd00077663,portable,55.0,1345.0,8.0,9050.0,19
187,9565229244e9341fb8c8069879cf73cd,bed,60.0,234.0,1.0,1700.0,19
1382,6a23c2eb9acc78f8ec403be9c6210dd4,office,54.0,1094.0,1.0,7513.0,19
418,6c712952b8ef62f8d06a0314917400c8,beauty,39.0,608.0,1.0,1200.0,19
114,e672fbe634ad07cce9d85f412becb2c0,cool,41.0,909.0,1.0,1400.0,19
590,9d0bb30eed80184666c8acad23921283,general,26.0,2857.0,1.0,500.0,19
821,59fc88d07b8100b80600e42f3e5ac79d,housewares,37.0,462.0,1.0,1350.0,19
1419,7b453aa3584d61c1268d77ba6fd5956b,housewares,57.0,616.0,2.0,3300.0,19
389,e3425df9bd51be69917273c9dd92ed5e,gifts,53.0,346.0,2.0,733.0,19
1420,e9c1abcc7126360336d8f56d49041a8c,beauty,42.0,3902.0,7.0,500.0,19
902,3516632e8f52b679ff83d1665ecc990e,computer,45.0,267.0,1.0,167.0,19
951,11bbef4e2a44601d9dd471aa1fb433e6,beauty,52.0,1222.0,2.0,838.0,19
425,9d32095f76b97762307e86cfc18dd7a0,bed,38.0,213.0,2.0,400.0,18
1222,ecf9484703bdfb9cfcc1ac9c2084b567,housewares,57.0,270.0,5.0,11400.0,18
472,5ac4f7986643a944501c66a2257bdd73,decoration,45.0,920.0,1.0,600.0,18
862,de480e3ae31eea2d2d97d694c43172fc,computer,48.0,535.0,4.0,150.0,18
255,423a6644f0aa529e8828ff1f91003690,agro,54.0,2352.0,3.0,5800.0,18
1402,20531b0644a0719b8d506c4db3c56609,housewares,55.0,375.0,3.0,10050.0,18
383,a2105c8c0d5d99dbc5a2a9ad94321e5c,sport,58.0,1274.0,2.0,4800.0,18
1265,b69eb25e3a4def8e9cddee18712e0c5e,cool,59.0,993.0,5.0,7750.0,18
390,341d85d688ecc3353cf2a968e7ad0dbf,beauty,47.0,554.0,1.0,350.0,18
845,d9bdf643d95cb89844c0da1a0df1d16e,perfumery,39.0,572.0,1.0,475.0,18
413,41cd333a4af5e36df81fc0b83ccf8e2d,babies,59.0,867.0,3.0,10750.0,18
826,a5bbc554f75cf4afa2cd56791015ec27,musical,60.0,1216.0,6.0,800.0,18
1259,b59b5899ecf4bcc294a72fdd48adaa94,telephony,55.0,419.0,3.0,225.0,18
393,62d41a80c366aa2d8644e3270adf8440,computer,50.0,512.0,1.0,1225.0,18
819,7935ddc510afb7d08989660b382b7f26,stationery,59.0,246.0,3.0,7700.0,18
260,cfb79bfbdaf59cfe2e9ae0a071451f32,bed,44.0,445.0,1.0,550.0,18
1231,7c898e0b8ea203dd94ba846627fc34d1,office,33.0,1207.0,1.0,12650.0,18
598,076e4ce53c8914382e7ff3732511b17e,beauty,22.0,363.0,2.0,633.0,18
292,622bad99b4296aade0783ebecdd3fa15,sport,47.0,1249.0,1.0,400.0,18
1234,0d9374142ba86a7c22357ea192bcfde6,housewares,60.0,1126.0,3.0,1275.0,18
1139,3ae28b124972bb81eddcb644cd284be9,toys,47.0,404.0,1.0,1550.0,18
162,3713f19c71c4be21ced80738e2fa49bc,office,45.0,1094.0,1.0,8200.0,18
493,4b5e26931a0b0d3a690a3f520329a975,sport,57.0,1161.0,10.0,9450.0,18
1270,cad2db5e318d7283a234c517b2f28a42,bed,60.0,259.0,1.0,1600.0,18
805,c3f6113d5b61bc95468432072b27e23d,computer,64.0,676.0,1.0,300.0,18
317,3cce0d166c3fb2507956c630c1d0f87c,house,58.0,415.0,6.0,900.0,18
772,aef8207c2e91f4fcdbc0824737abf358,beauty,41.0,915.0,2.0,1075.0,18
973,014a8a503291921f7b004a5215bb3c36,babies,37.0,497.0,4.0,150.0,18
320,5115d8cd6438c0c4d8abdf38d5d41ebd,fashion,46.0,128.0,7.0,350.0,18
248,aa70ae9ee9a798d44ae6e00ce6d82cb1,beauty,60.0,919.0,1.0,150.0,18
1151,f62cbf4416c9ef8e1b4e8d5279891f24,electronics,46.0,352.0,1.0,200.0,18
524,fa126ff62aae83e37857ad495641c878,computer,29.0,1386.0,1.0,600.0,18
654,cc1cb33bcc814aeaa4631761a34bd23e,decoration,32.0,1262.0,4.0,150.0,18
1429,f699b297070aa38aaf3de9639302506a,sport,55.0,3830.0,1.0,1250.0,18
722,fcf28afb1353f2f12ea041dd74954226,telephony,59.0,818.0,5.0,300.0,18
349,4d272fe20c57c64dc74b3db191fc31ef,bed,45.0,113.0,1.0,350.0,18
1556,2c0c951471371afa81e47d7bf8d20522,telephony,56.0,931.0,6.0,183.0,18
549,7e6c4a0bf900e259f50ba63331fd2785,gifts,59.0,755.0,2.0,250.0,18
1324,913580fde3e72c3b3e4ce0b79963bee6,fixed,53.0,318.0,4.0,100.0,18
231,4f0abfbee7569e43b80f9aaa256a9bf8,beauty,60.0,919.0,1.0,150.0,18
179,820e8f306dc9ffcf6d0957516084cca1,toys,43.0,932.0,2.0,888.0,18
19,11dc4053871ff53ff79fb1fc7e6b160f,sport,29.0,347.0,1.0,1600.0,18
923,acde6bd0b5f91190e2a123df389b0b47,automotive,52.0,545.0,4.0,358.0,18
276,741a31499a578979be85db7f80139e62,decoration,59.0,473.0,1.0,600.0,18
1409,fcaab5d7f656094e49fbe4ee3a506658,stationery,60.0,234.0,4.0,7650.0,18
18,e24f73b7631ee3fbb2ab700a9acaa258,fashion,60.0,1118.0,6.0,2250.0,18
693,87cc2aef12eddf0b170234138b0946e0,computer,58.0,2455.0,2.0,350.0,18
1397,9453bde60c4ee52155c963641736cfc5,beauty,44.0,1056.0,1.0,750.0,18
1012,31a89a7044c5b133cf646404a4e86022,housewares,55.0,1231.0,6.0,2200.0,18
1374,a0eef953cb25bc9ae40457e1c3c82946,decoration,52.0,1559.0,4.0,700.0,18
1150,803f77475e1b51b47f1bfec4f2ec353f,automotive,58.0,672.0,3.0,350.0,18
1455,77fa3381855b6763c52ca3b72824f508,fashion,60.0,177.0,6.0,250.0,18
1143,1a428b685ede76217c9efb550c4aaa59,bed,49.0,117.0,1.0,400.0,18
633,a3daee3915d4fb98376e039ede6bdea6,decoration,45.0,264.0,1.0,6450.0,18
943,9fc0c73ce4d0eaaead44e81eeefebeb0,sport,57.0,1949.0,1.0,350.0,18
1141,f0c1c1d5ec61ce4c4846abd4283631df,foods,16.0,3139.0,1.0,125.0,18
505,b1631003bdbc3b1e876f83a7d851d74a,perfumery,48.0,1003.0,4.0,350.0,18
54,00de7f393d962717eeeb2d7131a40dba,telephony,47.0,816.0,2.0,300.0,18
1206,6d2fde7d12bb6ff367dbda120ba8828e,computer,60.0,704.0,1.0,200.0,18
1445,23384f296aa1bf6461d22912093a9847,bed,63.0,434.0,8.0,100.0,18
53,6e1b14d3cbb5fb3a2c00351007127dfd,cool,55.0,985.0,1.0,1625.0,18
511,2196663031bcde078cede855ac0b5739,sport,43.0,1646.0,6.0,491.0,18
1310,5a419dbf24a8c9718fe522b81c69f61a,cool,53.0,537.0,2.0,1800.0,18
101,5e53af05c040b01584b81b3549945faf,construction,53.0,470.0,3.0,200.0,17
97,83d199d296c44101c8c3b5c9c0cce9ea,toys,26.0,855.0,2.0,500.0,17
117,ec96b7b4e1401281edb9465d0d689cae,food,36.0,420.0,1.0,1200.0,17
175,9aa9caee155847cddb376a05b9a39791,telephony,60.0,777.0,6.0,300.0,17
1140,5aad359a63cbb4fc35ead44346a3eeb4,decoration,24.0,457.0,4.0,100.0,17
434,98e91d0f32954dcd8505875bb2b42cdb,air,26.0,1445.0,1.0,1132.0,17
116,158102fe543dbaeb84d87811bfe06d0d,decoration,56.0,646.0,1.0,300.0,17
199,ee5329ffbe604bebcf84b2fd7792024e,beauty,53.0,84.0,1.0,250.0,17
1223,96d80c8b6c6545a30eb5bdc4961455f3,electronics,55.0,486.0,3.0,213.0,17
428,9e10ae46a3021a02f1692448ef9fa1db,beauty,45.0,2231.0,3.0,175.0,17
906,7f457254a89d62960399e075711b3deb,automotive,60.0,558.0,6.0,300.0,17
1061,c10d7c70907ad6d09ada0581ef6bf839,gifts,58.0,502.0,3.0,2050.0,17
1175,1f30aacc69904c0d0bf8d05cb2abef72,bed,58.0,293.0,1.0,1850.0,17
1176,cdc4af478fef19f03f1d0353c00271cd,gifts,52.0,364.0,1.0,250.0,17
995,a869ec6209c361ca46dad85a5530e119,sport,49.0,1313.0,1.0,2438.0,17
1248,7bcf2266b78ccc737b8f26f925d3c5d4,perfumery,37.0,1209.0,3.0,135.0,17
1079,79c0ace2ccf0da036e787875a49151a4,kitchen,55.0,1211.0,5.0,14150.0,17
1239,14555ba663de8689feacf1d0819cc3b3,sport,42.0,660.0,1.0,2150.0,17
123,6d7a4492be45dfb8e38e762efe6614a4,telephony,60.0,776.0,6.0,300.0,17
1126,3cebb9158a3aa0b3f78ee0f934c9f032,sport,41.0,423.0,4.0,1700.0,17
1023,3fc18e3aefe7b9346bd15de863fa0365,housewares,43.0,808.0,1.0,2850.0,17
1056,6eb6c5cb7df0f863538b61a47fcce962,perfumery,55.0,226.0,1.0,500.0,17
889,84a87daa85c8b432d90bc1baa0cb4388,babies,37.0,1266.0,3.0,700.0,17
1049,6ab6d9589ae19abcee458918d4779fae,electronics,58.0,317.0,3.0,5450.0,17
1067,1fb344134cd7164d32dea4d87ba3ec5a,garden,57.0,1160.0,1.0,625.0,17
1314,0da9ffd92214425d880de3f94e74ce39,construction,33.0,449.0,3.0,10900.0,17
1298,a5215a7a9f46c4185b12f38e9ddf2abc,pcs,55.0,3632.0,4.0,2800.0,17
736,90b58782fdd04cb829667fcc41fb65f5,office,34.0,794.0,1.0,7417.0,17
1612,a291cc846d74d97f01611894f983073b,cool,58.0,478.0,1.0,600.0,17
602,51d646c5c93e0f1de543528d0e24eadc,beauty,46.0,1305.0,1.0,1400.0,17
1296,0c9ff9d8ed9b9bdd825487b3a66e05f5,automotive,55.0,620.0,1.0,7225.0,17
316,134957eeec87be2414ac629ee0b947a4,computer,57.0,1370.0,1.0,200.0,17
3,4473f3e5c65952b074ef987fa5c24662,telephony,59.0,776.0,6.0,350.0,17
1586,49eeae59754cbcf1abeeffb8f51184ee,bed,49.0,1077.0,1.0,1575.0,17
1479,5d790355cbeded0cd60e25cbc4c527a2,computer,38.0,225.0,1.0,115.0,17
297,547b95702aec86f05ac37e61d164891c,garden,33.0,509.0,1.0,9100.0,17
747,9ddc4249779322828f89d2a9c04f7ee1,automotive,54.0,699.0,1.0,1277.0,17
746,0cf573090c66bb30ac5e53c82bdb0403,telephony,26.0,108.0,1.0,128.0,17
628,64315bd8c0c47303179dd2e25b579d00,toys,55.0,889.0,1.0,4267.0,17
630,be5353e2c543ba4f67831f95d3775420,beauty,58.0,1121.0,3.0,150.0,17
1613,2002fc3ec2d8a30a7588628fe7aff958,electronics,57.0,432.0,1.0,200.0,17
55,70906e04da1eebf3d1b8791bd09ffe85,computer,51.0,518.0,1.0,214.0,17
645,39aa98469aa7460a9764311b3f8efb12,bed,47.0,161.0,2.0,350.0,17
1585,5a3320037d5922a7708647c81ecc1f15,housewares,60.0,446.0,5.0,4900.0,17
1373,aede48631330269f65a8d680de491657,bags,45.0,573.0,1.0,1400.0,17
1376,efa490145b5cc82438b6a6de691535fa,computer,57.0,938.0,2.0,500.0,17
232,1d7db62a21ffb4f220d3e8a05fa77e02,fashion,22.0,328.0,3.0,100.0,17
1527,cd935d283d47f1050c505e1c39c48b67,sport,32.0,658.0,5.0,281.0,17
457,e61c78a7343d82c0539d27df0f7dfc31,bed,60.0,268.0,1.0,2700.0,17
523,59391e840980a4bb6df5f44d3d734df7,sport,59.0,1025.0,4.0,600.0,17
680,0fc6914383c2bea767a9562c9d8b43a1,computer,52.0,644.0,4.0,338.0,17
672,37b99aa22bbac19b2a4afc4b2a958a53,garden,46.0,762.0,3.0,17300.0,17
209,bc4cd4da98dd128c39bf0b8c2674032f,pcs,55.0,3610.0,4.0,2650.0,17
675,07f381c65e8e66460c07781b9b1b8834,office,45.0,1156.0,2.0,17050.0,17
31,f7740e5b4337a3cc4a8a204553101a85,beauty,43.0,876.0,2.0,543.0,17
86,f1d4ce8c6dd66c47bbaa8c6781c2a923,babies,52.0,828.0,4.0,4950.0,17
556,3570caaeaa3f5a1ae76392bb2b4155f9,sport,31.0,492.0,3.0,1550.0,17
823,4cb6e86e1328e77e20b5f90771683cbe,sport,46.0,728.0,1.0,1100.0,17
35,2eb9b2ef7c1da3c7b99702452ea4729f,tablets,64.0,547.0,3.0,300.0,17
1256,c19d5ba108c34b8255cf9a524da92bc4,computer,40.0,413.0,5.0,150.0,17
489,c63ea4621680c1b0fca8864c0564bd78,computer,57.0,918.0,1.0,625.0,17
470,e7bbc0d43d1f5cb09bab95b664236633,computer,38.0,716.0,3.0,833.0,17
30,33202a8e7a645388c41ed714203d7131,foods,45.0,911.0,1.0,3350.0,17
822,ba9943916136c9959e24f71bdae28faa,computer,46.0,669.0,3.0,200.0,17
387,9abb00920aae319ef9eba674b7d2e6ff,babies,35.0,2395.0,1.0,350.0,17
578,c9dbe2eec19a8093cb5ac57486531c18,bed,55.0,124.0,1.0,1375.0,17
572,672e757f331900b9deea127a2a7b79fd,agro,39.0,383.0,1.0,2650.0,17
597,f497ba62f1d6b4f6a3a3266fa8623ad3,beauty,45.0,1276.0,1.0,83.0,17
1520,9a29b754b7fc0aa8eeb990103fcea4fc,decoration,36.0,687.0,3.0,2800.0,16
314,1164c17af70425821f88bfbdc9e907a3,babies,44.0,282.0,1.0,550.0,16
1146,a45af86c4a7948f5fabbb5b0132475cd,housewares,36.0,597.0,3.0,300.0,16
1250,bfc0d01be79d9038c7720f983bf954e0,gifts,59.0,2852.0,2.0,950.0,16
650,6ae3f85f46a37844372252496c77b4d8,telephony,49.0,1304.0,4.0,650.0,16
1497,4ebab6a2135a2477b657bda38646b64b,toys,38.0,853.0,3.0,442.0,16
1157,8d139b1550c8cc91a3babc9cfe9fc147,telephony,53.0,1017.0,5.0,500.0,16
651,5a7373ba4c9b3e13513ded06cd1986c4,sport,46.0,2029.0,3.0,105.0,16
408,4d9e8a6d8d07e4f47e093b8c2999ae01,electronics,60.0,517.0,4.0,200.0,16
931,668e8ee8f69c3545109fc40f72336e8f,sport,48.0,626.0,5.0,1000.0,16
1451,1ca737c9f8f06b3672be9f9f3f603d36,computer,59.0,1095.0,1.0,350.0,16
661,cd2ea14a901da3b47b33516f3ca6929e,beauty,37.0,729.0,1.0,800.0,16
309,0fe922b7f7d43ef454bbc241416e7401,sport,45.0,429.0,2.0,50.0,16
174,c589625c8ccc7bfd2e8f1fb041e24c4a,beauty,60.0,919.0,1.0,150.0,16
241,5fb1e24560c31b0eaa1911d4247187ed,toys,34.0,649.0,3.0,2600.0,16
987,86133a2151bd98a3ed2ad758709e6d1b,cool,59.0,1634.0,6.0,1750.0,16
1007,35557c68a22ecebcf066e25ca2ddc144,garden,50.0,741.0,3.0,300.0,16
